6/18/2024:
80661-0010-01:	1p1cpee -> 8y356xa	Aluminum sesquichlorohydrate 37500 mg Bottle [Myhealth Mood Care Unissex] 	37500 mg
00005-2000-02:	2b3mz95 -> 4ks7ad7	0.5 mL Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 10A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 11A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 12F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 15B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 22F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 33F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 mg/mL / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 8 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL Prefilled Syringe [Prevnar 20] 	0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0 mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg
00005-2000-10:	2b3mz95 -> 4ks7ad7	0.5 mL Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 10A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 11A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 12F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 15B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 22F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 33F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 mg/mL / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 8 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL Prefilled Syringe [Prevnar 20] 	0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0 mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg
50090-6026-00:	2b3mz95 -> 4ks7ad7	0.5 mL Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 10A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 11A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 12F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 15B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 22F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 33F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 mg/mL / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 8 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 mg/mL Prefilled Syringe [Prevnar 20] 	0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0 mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg
55513-0027-04:	2hkkqwp -> bs38ny3	0.3 mL darbepoetin alfa 0.5 mg/mL Prefilled Syringe [Aranesp] 	0.15 mg
55513-0028-01:	2hkkqwp -> n3hap78	0.4 mL darbepoetin alfa 0.5 mg/mL Prefilled Syringe [Aranesp] 	0.2 mg
55513-0111-01:	2hkkqwp -> yq0heey	0.6 mL darbepoetin alfa 0.5 mg/mL Prefilled Syringe [Aranesp] 	0.3 mg
51759-0630-10:	2kc0gq3 -> 4j06ajb	0.35 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	125 mg
51759-0630-11:	2kc0gq3 -> 4j06ajb	0.35 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	125 mg
51759-0740-10:	2kc0gq3 -> qvs75w4	0.42 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	150 mg
51759-0740-11:	2kc0gq3 -> qvs75w4	0.42 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	150 mg
51759-0850-10:	2kc0gq3 -> z4jja6x	0.56 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	200 mg
51759-0850-11:	2kc0gq3 -> z4jja6x	0.56 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	200 mg
51759-0960-10:	2kc0gq3 -> wq85g3k	0.7 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	250 mg
51759-0960-11:	2kc0gq3 -> wq85g3k	0.7 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	250 mg
42515-0002-01:	2kesmfh -> egeysyc	0.5 mL Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 mg/mL Prefilled Syringe [Ixiaro] 	6 [ARB'U]
00173-0478-00:	2qczj1w -> efcb28n	0.5 mL sumatriptan 12 mg/mL Cartridge [Imitrex] 	6 mg
00173-0479-00:	2qczj1w -> efcb28n	0.5 mL sumatriptan 12 mg/mL Cartridge [Imitrex] 	6 mg
49281-0403-65:	2wgdszs -> ad5jvqc	0.5 mL influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 mg/mL / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 mg/mL / influenza B virus B/Maryland/15/2016 antigen 0.12 mg/mL Prefilled Syringe [Fluzone 2018-2019] 	0.06; 0.06; 0.06 mg; mg; mg
68135-0756-20:	317x62b -> q086c2e	0.5 mL pegvaliase-pqpz 20 mg/mL Prefilled Syringe [Palynziq] 	10 mg
70114-0440-01:	3jhd53e -> fybn6qe	0.05 mL ranibizumab-eqrn 6 mg/mL Vial [Cimerli] 	0.3 mg
66220-0810-22:	3k9pa82 -> m3hqv0q	0.4 mL methotrexate 25 mg/mL Prefilled Syringe [Reditrex] 	10 mg
78670-0140-02:	3mc4x19 -> ax9k4v6	0.5 mL naloxone HCl 10 mg/mL Prefilled Syringe [Zimhi] 	5 mg
51759-0305-10:	3n1jbfn -> 69q9xxe	0.14 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	50 mg
51759-0305-11:	3n1jbfn -> 69q9xxe	0.14 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	50 mg
51759-0410-10:	3n1jbfn -> ma3vkse	0.21 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	75 mg
51759-0410-11:	3n1jbfn -> ma3vkse	0.21 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy] 	75 mg
61314-0318-01:	3nm0kfb -> ed22vs0	0.5 mL filgrastim-sndz 0.6 mg/mL Prefilled Syringe [Zarxio] 	0.3 mg
61314-0318-10:	3nm0kfb -> ed22vs0	0.5 mL filgrastim-sndz 0.6 mg/mL Prefilled Syringe [Zarxio] 	0.3 mg
62064-0241-30:	3z5tgq8 -> zj20342	Tesamorelin 2 mg Vial [Egrifta] 	0.5 mL
69945-0132-06:	41ab82v -> vkqzyxa	Indium in 111 chloride 5 MCI Vial 	5 MCI
00052-0313-01:	41n8qnj -> ah6xf2r	0.36 mL follitropin beta 833 UNT/mL Cartridge [Follistim] 	350 [IU]
00052-0313-81:	41n8qnj -> ah6xf2r	0.36 mL follitropin beta 833 UNT/mL Cartridge [Follistim] 	350 [IU]
00052-0316-01:	41n8qnj -> p8dhk5p	0.72 mL follitropin beta 833 UNT/mL Cartridge [Follistim] 	650 [IU]
00052-0316-81:	41n8qnj -> p8dhk5p	0.72 mL follitropin beta 833 UNT/mL Cartridge [Follistim] 	650 [IU]
55513-0025-04:	43ge0pm -> 36rk7fc	0.5 mL darbepoetin alfa 0.2 mg/mL Prefilled Syringe [Aranesp] 	0.1 mg
76420-0086-04:	46nc95a -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
50242-0138-01:	47m6wk0 -> dy3kkdz	0.9 mL tocilizumab 180 mg/mL Prefilled Syringe [Actemra] 	162 mg
50242-0138-86:	47m6wk0 -> dy3kkdz	0.9 mL tocilizumab 180 mg/mL Prefilled Syringe [Actemra] 	162 mg
11704-0107-01:	47vp9jz -> b4kaf3r	0.3 mL atropine sulfate 0.833 mg/mL Auto-Injector [Atropen] 	0.25 mg
51662-1223-01:	4dg7j34 -> q6s9rep	NDA020800 0.3 mL epinephrine 1 mg/mL Auto-Injector [Adrenaclick] 	0.3 mg
54436-0022-01:	4dvjgbg -> w73ac8a	0.4 mL methotrexate 56.3 mg/mL Auto-Injector [Otrexup] 	22.5 mg
54436-0022-03:	4dvjgbg -> w73ac8a	0.4 mL methotrexate 56.3 mg/mL Auto-Injector [Otrexup] 	22.5 mg
54436-0022-04:	4dvjgbg -> w73ac8a	0.4 mL methotrexate 56.3 mg/mL Auto-Injector [Otrexup] 	22.5 mg
44087-0188-01:	4j7qwdj -> r3zqt02	Interferon beta-1a 0.5 mL Pack [Rebif Rebidose] 	0.5 mL
59137-0505-01:	4qdfd58 -> 39esf2j	0.15 mL methotrexate 50 mg/mL Auto-Injector [Rasuvo] 	7.5 mg
59137-0505-04:	4qdfd58 -> 39esf2j	0.15 mL methotrexate 50 mg/mL Auto-Injector [Rasuvo] 	7.5 mg
59137-0550-01:	4qdfd58 -> qz2ak0e	0.6 mL methotrexate 50 mg/mL Auto-Injector [Rasuvo] 	30 mg
59137-0550-04:	4qdfd58 -> qz2ak0e	0.6 mL methotrexate 50 mg/mL Auto-Injector [Rasuvo] 	30 mg
58160-0848-11:	4thh53x -> fdjm1kg	0.5 mL respiratory syncytial virus pre-fusion F protein, recombinant 0.24 mg/mL Vial [Arexvy] 	0.5 mL
10454-0710-10:	544z2m7 -> 3zkwp1z	0.5 mL rimabotulinumtoxinB 5000 UNT/mL Vial [Myobloc] 	2500 [USP'U]
72065-0121-11:	546n2ms -> 6p3sea7	0.2 mL glucagon 5 mg/mL Auto-Injector [Gvoke] 	1 mg
72065-0121-12:	546n2ms -> 6p3sea7	0.2 mL glucagon 5 mg/mL Auto-Injector [Gvoke] 	1 mg
58406-0010-04:	54ysqqp -> w7nxnrz	0.5 mL etanercept 50 mg/mL Prefilled Syringe [Enbrel] 	25 mg
58406-0032-04:	54ysqqp -> wk12bnc	1 mL etanercept 50 mg/mL Auto-Injector [Enbrel] 	50 mg
58406-0445-04:	54ysqqp -> wk12bnc	1 mL etanercept 50 mg/mL Auto-Injector [Enbrel] 	50 mg
58406-0455-04:	54ysqqp -> w7nxnrz	0.5 mL etanercept 50 mg/mL Prefilled Syringe [Enbrel] 	25 mg
00078-0827-60:	558qxfr -> yaeqpy8	Brolucizumab 6 mg Syringe [Beovu] 	6 mg
00078-0827-98:	558qxfr -> yaeqpy8	Brolucizumab 6 mg Syringe [Beovu] 	6 mg
80777-0283-99:	56c8hyr -> jf0ftr8	SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.025 mg/mL / SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (BA.4/BA.5) 0.025 mg/mL Vial 	0.01; 0.01 mg; mg
76045-0009-06:	56n2k7r -> 6gh2twh	0.5 mL hydromorphone HCl 1 mg/mL Prefilled Syringe [Dilaudid] 	0.5 mg
70461-0122-03:	589npwg -> rzmbhz0	0.5 mL influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen 0.03 mg/mL / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 mg/mL / influenza B virus B/Phuket/3073/2013 antigen 0.03 mg/mL / influenza B virus B/Victoria/705/2018 antigen 0.03 mg/mL Prefilled Syringe [Fluad Quadrivalent 2021-2022] 	0.01; 0.01; 0.01; 0.01 mg; mg; mg; mg
49502-0501-92:	5bw8dz2 -> 32vafb9	NDA019430 0.3 mL epinephrine 0.5 mg/mL Auto-Injector [Epipen] 	0.15 mg
49281-0215-10:	5mnfend -> 29m4myk	Clostridium tetani toxoid antigen (formaldehyde inactivated) and corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated) 5.0; 2 [LF]; [LF] Vial [Tenivac] 	5; 2 [LF]; [LF]
55513-0098-04:	5pjdxvs -> g5417d7	0.4 mL darbepoetin alfa 0.025 mg/mL Prefilled Syringe [Aranesp] 	0.01 mg
54436-0025-01:	5qj9n10 -> tz8gnyk	0.4 mL methotrexate 62.5 mg/mL Auto-Injector [Otrexup] 	25 mg
54436-0025-03:	5qj9n10 -> tz8gnyk	0.4 mL methotrexate 62.5 mg/mL Auto-Injector [Otrexup] 	25 mg
54436-0025-04:	5qj9n10 -> tz8gnyk	0.4 mL methotrexate 62.5 mg/mL Auto-Injector [Otrexup] 	25 mg
00078-1007-68:	5r30c8p -> wzja188	0.4 mL ofatumumab 50 mg/mL Pen Injector [Kesimpta] 	20 mg
00078-1007-98:	5r30c8p -> wzja188	0.4 mL ofatumumab 50 mg/mL Pen Injector [Kesimpta] 	20 mg
44087-8822-01:	5sra2a0 -> bmtp24j	Interferon beta-1a 0.5 mL Pack [Rebif] 	0.5 mL
00075-0620-40:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
00075-0621-60:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
00075-8014-10:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
00075-8016-10:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
00548-5602-00:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
00548-5603-00:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
00703-8540-23:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
00781-3224-64:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
00781-3246-64:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
00781-3256-66:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
00781-3356-66:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
00955-1004-10:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
00955-1006-10:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
11797-0758-06:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
11797-0759-06:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
16714-0016-10:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
16714-0026-10:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
55154-3541-05:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
55154-3542-05:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
55154-4028-05:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
55154-6690-05:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
60505-0792-00:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
60505-0792-04:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
60505-0793-00:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
63323-0535-87:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
63323-0535-98:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
63323-0564-65:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
63323-0564-97:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
63323-0566-65:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
63323-0566-98:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
63323-0607-88:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
63323-0607-98:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
68001-0458-42:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
68001-0459-42:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
70710-1758-06:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
70710-1759-06:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
71288-0410-83:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
71288-0410-85:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
71288-0433-83:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
71288-0433-92:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
71288-0434-85:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
71288-0434-92:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
81952-0124-24:	6159wk2 -> 40yjfdf	0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	40 mg
81952-0126-26:	6159wk2 -> dqhh3vx	0.6 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	60 mg
00093-2014-12:	638jsyp -> pwp5ksr	Sumatriptan succinate 6 mg Syringe [Sumatriptan] 	6 mg
16714-0040-02:	638jsyp -> pwp5ksr	Sumatriptan succinate 6 mg Syringe 	6 mg
43598-0768-23:	638jsyp -> pwp5ksr	Sumatriptan succinate 6 mg Syringe 	6 mg
47335-0276-41:	638jsyp -> pwp5ksr	Sumatriptan succinate 6 mg Syringe 	6 mg
55111-0693-12:	638jsyp -> pwp5ksr	Sumatriptan succinate 6 mg Syringe 	6 mg
60429-0994-02:	638jsyp -> pwp5ksr	Sumatriptan succinate 6 mg Syringe [Sumatriptan] 	6 mg
66993-0084-79:	638jsyp -> pwp5ksr	Sumatriptan 6 mg Syringe 	6 mg
66993-0084-98:	638jsyp -> pwp5ksr	Sumatriptan 6 mg Syringe 	6 mg
55513-0023-04:	6499jkg -> q2m3pxm	0.3 mL darbepoetin alfa 0.2 mg/mL Prefilled Syringe [Aranesp] 	0.06 mg
75987-0111-11:	64wfwxh -> tenmj99	0.5 mL interferon gamma-1b 0.2 mg/mL Vial [Actimmune] 	0.1 mg
55513-0413-01:	65rp4fk -> t05ny9j	0.2 mL adalimumab-atto 50 mg/mL Prefilled Syringe [Amjevita] 	10 mg
00409-1283-05:	6a23psp -> 6gh2twh	0.5 mL hydromorphone HCl 1 mg/mL Prefilled Syringe [Dilaudid] 	0.5 mg
00409-4264-01:	6a23psp -> 6gh2twh	0.5 mL hydromorphone HCl 1 mg/mL Prefilled Syringe [Dilaudid] 	0.5 mg
65219-0371-10:	6jjgx6t -> aw123xh	0.6 mL pegfilgrastim-fpgk 10 mg/mL Prefilled Syringe [Stimufend] 	6 mg
00002-1506-61:	6jzbpys -> z6w5ryj	0.5 mL tirzepatide 5 mg/mL Auto-Injector [Mounjaro] 	2.5 mg
00002-1506-80:	6jzbpys -> z6w5ryj	0.5 mL tirzepatide 5 mg/mL Auto-Injector [Mounjaro] 	2.5 mg
00002-1471-80:	6mgqzm8 -> kxzna31	0.5 mL tirzepatide 20 mg/mL Auto-Injector [Mounjaro] 	10 mg
00006-4943-00:	6ndwtxs -> 5126fws	Pneumococcal vaccine polyvalent 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03 mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg Vial [Pneumovax 23] 	0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03; 0.03 mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg
44087-1115-01:	6r7n438 -> w7t7vdx	0.5 mL follitropin alfa 600 UNT/mL Pen Injector [Gonal F] 	300 [IU]
51662-1495-01:	6scmxnv -> eemg9z7	0.4 mL naloxone HCl 5 mg/mL Auto-Injector [Evzio] 	2 mg
00075-0622-80:	6ss1r48 -> 6vrng8b	0.8 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	80 mg
00075-8018-10:	6ss1r48 -> 6vrng8b	0.8 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	80 mg
00548-5604-00:	6ss1r48 -> 6vrng8b	0.8 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	80 mg
00781-3262-68:	6ss1r48 -> 6vrng8b	0.8 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox] 	80 mg
