NDC,RXCUI,QUMI Code,Package Count,Supplier,Description,Dosage Form,Dosage Route,Strength,Measure,ANDA,Generic Description,DEA
00268-7110-06,852049,16xxhp5,1,"ALK-Abello, Inc.",Nettle pollen extract 50 mg/mL Vial,Vial,INJECTABLE,275,mg,BLA103753,URTICA DIOICA POLLEN,
22840-5625-05,2101505,16ymkfq,1,"Greer Laboratories, Inc.",Mucor circinelloides f. lusitanicus allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,MUCOR CIRCINELLOIDES F. LUSITANICUS,
72694-0515-01,2121421,170hww6,1,Servier Pharmaceuticals LLC,5 mL calaspargase pegol-mknl 750 UNT/mL Vial [Asparlas],Vial,INJECTABLE,3750,U,BLA761102,CALASPARGASE PEGOL,
00409-1892-01,1748623,17295nw,10,"Hospira, Inc.",Morphine sulfate 8 mg Cartridge,Cartridge,INJECTABLE,8,mg,NDA202515,MORPHINE SULFATE,2
00641-6126-25,1748623,17295nw,25,Hikma Pharmaceuticals USA Inc.,Morphine sulfate 8 mg Vial,Vial,INJECTABLE,8,mg,ANDA205758,MORPHINE SULFATE,2
63323-0458-01,1748623,17295nw,25,"Fresenius Kabi USA, LLC",Morphine sulfate 8 mg Vial,Vial,INJECTABLE,8,mg,NDA204223,MORPHINE SULFATE,2
00143-9930-10,309068,17eaehd,10,Hikma Pharmaceuticals USA Inc.,Cefotaxime 500 mg Injection [Claforan],Injection,INJECTABLE,500,mg,ANDA065072,CEFOTAXIME SODIUM,
00268-6629-06,852139,17gsjk1,1,"ALK-Abello, Inc.",Johnson grass pollen extract 50 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA103753,SORGHUM HALEPENSE POLLEN,
22840-5205-05,852139,17gsjk1,1,"Greer Laboratories, Inc.",Johnson grass pollen extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,SORGHUM HALEPENSE POLLEN,
22840-5650-05,852131,17gsjk1,1,"Greer Laboratories, Inc.",Johnson grass smut allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,SPORISORIUM CRUENTUM,
65044-1745-01,852139,17gsjk1,1,Jubilant HollisterStier LLC,Johnson grass pollen extract 50 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA103888,SORGHUM HALEPENSE POLLEN,
22840-5400-02,2202960,17zckgw,1,"Greer Laboratories, Inc.",Acacia dealbata pollen extract 25 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA101833,ACACIA DEALBATA POLLEN,
22840-5468-02,2202967,17zckgw,1,"Greer Laboratories, Inc.",Lombardy poplar pollen extract 25 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA101833,POPULUS NIGRA POLLEN,
22840-1149-02,2057927,18419rm,1,"Greer Laboratories, Inc.",Canary feather extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,SERINUS CANARIA FEATHER,
22840-5110-02,2057927,18419rm,1,"Greer Laboratories, Inc.",Canary feather extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,SERINUS CANARIA FEATHER,
00268-8094-10,967053,186n61g,1,"ALK-Abello, Inc.",Cladosporium cladosporioides extract 100 mg/mL Vial,Vial,INJECTABLE,1050,mg,BLA103753,CLADOSPORIUM CLADOSPORIOIDES,
00024-0654-01,2282023,189p271,1,sanof-aventis U.S. LLC,5 mL isatuximab-irfc 20 mg/mL Vial [Sarclisa],Vial,INJECTABLE,100,mg,BLA761113,ISATUXIMAB,
50242-0137-01,1657978,18cwbsc,1,"Genentech, Inc.",Tocilizumab 20 mg/mL Vial [Actemra],Vial,INJECTABLE,400,mg,BLA125276,TOCILIZUMAB,
22840-5762-05,966649,18mre1r,1,"Greer Laboratories, Inc.",Egg (chicken) allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,EGG,
22840-2458-04,1014773,18yrbhd,1,"Greer Laboratories, Inc.",Broad leaved paperbark pollen extract 40000 UNT/mL Vial,Vial,INJECTABLE,2000000,[PNU],BLA101833,MELALEUCA QUINQUENERVIA POLLEN,
63459-0303-43,2169359,1967p00,1,"Cephalon, Inc.",Trastuzumab-pkrb 150 mg Vial [Herzuma],Vial,INJECTABLE,419.58,mg,BLA761091,TRASTUZUMAB,
00169-2662-11,2107520,196gj7n,1,Novo Nordisk,Insulin degludec 100 UNT/mL Vial [Tresiba],Vial,INJECTABLE,1000,U,BLA203314,INSULIN DEGLUDEC,
00169-2662-90,2107522,196gj7n,1,Novo Nordisk,Insulin degludec 100 UNT/mL Vial [Tresiba],Vial,INJECTABLE,1000,U,BLA203314,INSULIN DEGLUDEC,
73070-0400-11,2107520,196gj7n,1,"Novo Nordisk Pharma, Inc.",Insulin degludec 100 UNT/mL Vial [Tresiba],Vial,INJECTABLE,1000,U,BLA203314,INSULIN DEGLUDEC,
51754-6013-03,2473383,199k7dw,10,"Exela Pharma Sciences, LLC",3 mL glycopyrrolate 0.2 mg/mL Prefilled Syringe [Glyrx],Prefilled Syringe,INJECTABLE,0.6,mg,NDA210997,GLYCOPYRROLATE,
76045-0023-30,2473383,199k7dw,10,"Fresenius Kabi USA, LLC",3 mL glycopyrrolate 0.2 mg/mL Prefilled Syringe [Glyrx],Prefilled Syringe,INJECTABLE,0.6,mg,NDA214919,GLYCOPYRROLATE,
22840-3448-04,1014442,19fgt1a,1,"Greer Laboratories, Inc.",Longleaf pine pollen extract 100 mg/mL Vial,Vial,INJECTABLE,5000,mg,BLA101833,PINUS PALUSTRIS POLLEN,
22840-4474-04,897408,19kbte2,1,"Greer Laboratories, Inc.",Orange pollen extract 100 mg/mL Vial,Vial,INJECTABLE,5000,mg,BLA101833,CITRUS SINENSIS POLLEN,
65044-1120-03,852422,19n76n5,1,Jubilant HollisterStier LLC,Beech pollen extract 50 mg/mL Vial,Vial,INJECTABLE,1500,mg,BLA103888,FAGUS GRANDIFOLIA POLLEN,
22840-5773-05,2198988,19q77rd,1,"Greer Laboratories, Inc.",Atlantic mackerel allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,ATLANTIC MACKEREL,
00944-2700-03,1809417,19xn8sx,1,"Takeda Pharmaceuticals America, Inc.","Immunoglobulin G, human 100 mg/mL Bottle [Bivigam]",Bottle,INJECTABLE,2500,mg,BLA125105,HUMAN IMMUNOGLOBULIN G,
13533-0800-15,1809417,19xn8sx,1,"GRIFOLS USA, LLC","Immunoglobulin G, human 100 mg/mL Vial [Bivigam]",Vial,INJECTABLE,2500,mg,BLA125046,HUMAN IMMUNOGLOBULIN G,
00268-6632-06,852240,1anxyhb,1,"ALK-Abello, Inc.",Lambs quarters pollen extract 50 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA103753,CHENOPODIUM ALBUM POLLEN,
22840-5311-05,852240,1anxyhb,1,"Greer Laboratories, Inc.",Lambs quarters pollen extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,CHENOPODIUM ALBUM POLLEN,
22840-5610-05,852243,1anxyhb,1,"Greer Laboratories, Inc.",Candida albicans allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,CANDIDA ALBICANS,
65044-1787-01,852240,1anxyhb,1,Jubilant HollisterStier LLC,Lambs quarters pollen extract 50 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA103888,CHENOPODIUM ALBUM POLLEN,
22840-5308-03,995746,1b3w470,1,"Greer Laboratories, Inc.",Canada goldenrod pollen extract 50 mg/mL Vial,Vial,INJECTABLE,1500,mg,BLA101833,SOLIDAGO CANADENSIS POLLEN,
65044-1630-03,995746,1b3w470,1,Jubilant HollisterStier LLC,Canada goldenrod pollen extract 50 mg/mL Vial,Vial,INJECTABLE,1500,mg,BLA103888,SOLIDAGO CANADENSIS POLLEN,
22840-1671-02,2101350,1b44rn9,1,"Greer Laboratories, Inc.",Fusarium moniliforme antigen 20000 UNT/mL Vial,Vial,INJECTABLE,200000,[PNU],BLA101833,GIBBERELLA FUJIKUROI,
00264-7634-00,630796,1bdsv1y,12,B. Braun Medical Inc.,1000 mL glucose 50 mg/mL / potassium chloride 0.01 mEq/mL / sodium chloride 4.5 mg/mL Container,Container,INJECTABLE,50000; 750; 4500,mg; mg; mg,NDA019630,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
00338-0669-04,630796,1bdsv1y,1,Baxter Healthcare Corporation,1000 mL glucose 50 mg/mL / potassium chloride 0.01 mEq/mL / sodium chloride 4.5 mg/mL Bag,Bag,INJECTABLE,50000; 750; 4500,mg; mg; mg,NDA018008,DEXTROSE MONOHYDRATE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
00990-7993-09,630796,1bdsv1y,12,ICU Medical Inc.,1000 mL glucose 50 mg/mL / potassium chloride 0.01 mEq/mL / sodium chloride 4.5 mg/mL Bag,Bag,INJECTABLE,50000; 750; 4500,mg; mg; mg,NDA018362,DEXTROSE MONOHYDRATE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
65219-0142-10,630796,1bdsv1y,10,"Fresenius Kabi USA, LLC",1000 mL glucose 50 mg/mL / potassium chloride 0.01 mEq/mL / sodium chloride 4.5 mg/mL Bag,Bag,INJECTABLE,50000; 750; 4500,mg; mg; mg,ANDA213523,DEXTROSE MONOHYDRATE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
22840-5784-02,891614,1bfp2jy,1,"Greer Laboratories, Inc.",Coconut allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,COCONUT,
25021-0229-05,1731355,1btjfkx,5,Sagent Pharmaceuticals,5 mL cytarabine 20 mg/mL Vial,Vial,INJECTABLE,100,mg,ANDA211937,CYTARABINE,
61703-0305-38,1731355,1btjfkx,5,"Hospira, Inc.",5 mL cytarabine 20 mg/mL Vial,Vial,INJECTABLE,100,mg,ANDA071868,CYTARABINE,
68083-0343-05,1731355,1btjfkx,5,Gland Pharma Limited,5 mL cytarabine 20 mg/mL Vial,Vial,INJECTABLE,100,mg,ANDA211937,CYTARABINE,
71288-0108-06,1731355,1btjfkx,5,Meitheal Pharmaceuticals Inc.,5 mL cytarabine 20 mg/mL Vial,Vial,INJECTABLE,100,mg,ANDA206189,CYTARABINE,
00268-6230-06,901298,1bvs4tc,1,"ALK-Abello, Inc.",Vanilla bean allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103753,VANILLA BEAN,
22840-5754-02,901294,1bvs4tc,1,"Greer Laboratories, Inc.",Vanilla bean allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,VANILLA,
69911-0867-02,1743994,1c2ztvr,1,CSL Behring Lengnau AG,Albutrepenonacog alfa 1 UNT Vial [IDELVION],Vial,INJECTABLE,5,mL,BLA125582,,
69911-0869-02,1743994,1c2ztvr,1,CSL Behring Lengnau AG,Albutrepenonacog alfa 1 UNT Vial [IDELVION],Vial,INJECTABLE,5,mL,BLA125582,,
00404-9825-10,1736547,1c4xyw4,1,"Henry Schein, Inc",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,NDA019386,ESMOLOL HCl,
00404-9858-10,1736546,1c4xyw4,1,"Henry Schein, Inc.",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA205520,ESMOLOL HCl,
10019-0115-01,1736546,1c4xyw4,25,Baxter Healthcare Corporation,10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,NDA019386,ESMOLOL HCl,
10019-0120-01,1736546,1c4xyw4,25,Baxter Healthcare Corporation,10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,NDA019386,ESMOLOL HCl,
51662-1322-01,1736546,1c4xyw4,1,"HF Acquisition Co LLC, DBA HealthFirst",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA076474,ESMOLOL HCl,
51662-1371-01,1736546,1c4xyw4,1,"HF Acquisition Co LLC, DBA HealthFirst",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA076573,ESMOLOL HCl,
51662-1444-01,1736546,1c4xyw4,1,"HF Acquisition Co LLC, DBA HealthFirst",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA205520,ESMOLOL HCl,
51662-1444-03,1736546,1c4xyw4,25,"HF Acquisition Co LLC, DBA HealthFirst",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA205520,ESMOLOL HCl,
52584-0115-39,1736546,1c4xyw4,1,General Injectables & Vaccines,10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,NDA019386,ESMOLOL HCl,
52584-0194-10,1736546,1c4xyw4,1,"General Injectables and Vaccines, Inc.",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA205520,ESMOLOL HCl,
55150-0194-10,1736546,1c4xyw4,25,Eugia US LLC,10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA205520,ESMOLOL HCl,
63323-0652-10,1736546,1c4xyw4,25,"Fresenius Kabi USA, LLC",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA076573,ESMOLOL HCl,
67457-0182-10,1736546,1c4xyw4,10,Mylan Institutional LLC,10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA076474,ESMOLOL HCl,
68083-0211-25,1736546,1c4xyw4,25,Gland Pharma Limited,10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA208538,ESMOLOL HCl,
71872-7049-01,1736546,1c4xyw4,1,"Medical Purchasing Solutions, LLC",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,ANDA205520,ESMOLOL HCl,
71872-7136-01,1736546,1c4xyw4,1,"Medical Purchasing Solutions, LLC",10 mL esmolol HCl 10 mg/mL Vial [Brevibloc],Vial,INJECTABLE,100,mg,NDA019386,ESMOLOL HCl,
22840-3483-04,1014311,1cd5d42,1,"Greer Laboratories, Inc.",Sweet gum pollen extract 20000 UNT/mL Vial,Vial,INJECTABLE,1000000,[PNU],BLA101833,LIQUIDAMBAR STYRACIFLUA POLLEN,
65174-0660-30,577621,1cyxmbt,30,"Jubilant DraxImage Inc., dba Jubilant Radiopharma",Technetium tc 99m medronate 25 mg Injection,Injection,INJECTABLE,25,mg,NDA018035,MEDRONIC ACID,
22840-1695-04,967904,1dcgh3r,1,"Greer Laboratories, Inc.",Mucor plumbeus allergenic extract 20000 UNT/mL Vial,Vial,INJECTABLE,1000000,[PNU],BLA101833,MUCOR PLUMBEUS,
00268-6109-10,892602,1debr4j,1,"ALK-Abello, Inc.",Beef allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103753,BEEF,
65044-3077-02,892602,1debr4j,1,Jubilant HollisterStier LLC,Beef allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103888,BEEF,
65044-3380-02,892607,1debr4j,1,Jubilant HollisterStier LLC,Casein (cow milk) allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103888,CASEIN,
00562-7806-01,731380,1dm3kxm,1,Kedrion Biopharma Inc,"Rho(D) immune globulin, human 250 UNT Prefilled Syringe [MICRhoGAM]",Prefilled Syringe,INJECTABLE,0.05,mg,BLA103777,HUMAN RHO(D) IMMUNE GLOBULIN,
00562-7806-05,731380,1dm3kxm,5,Kedrion Biopharma Inc,"Rho(D) immune globulin, human 250 UNT Prefilled Syringe [MICRhoGAM]",Prefilled Syringe,INJECTABLE,0.05,mg,BLA103777,HUMAN RHO(D) IMMUNE GLOBULIN,
00562-7806-25,731380,1dm3kxm,25,Kedrion Biopharma Inc,"Rho(D) immune globulin, human 250 UNT Prefilled Syringe [MICRhoGAM]",Prefilled Syringe,INJECTABLE,0.05,mg,BLA103777,HUMAN RHO(D) IMMUNE GLOBULIN,
00268-1139-50,867300,1dp93e9,1,"ALK-Abello, Inc.",Plains cottonwood pollen extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA103753,POPULUS DELTOIDES SUBSP. MONILIFERA POLLEN,
22840-5423-04,867300,1dp93e9,1,"Greer Laboratories, Inc.",Plains cottonwood pollen extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,POPULUS DELTOIDES SUBSP. MONILIFERA POLLEN,
22840-2668-04,966938,1eaehn1,1,"Greer Laboratories, Inc.",Helminthosporium solani allergenic extract 20000 UNT/mL Vial,Vial,INJECTABLE,1000000,[PNU],BLA101833,HELMINTHOSPORIUM SOLANI,
00264-7623-20,245220,1eyy0b8,24,B. Braun Medical Inc.,250 mL glucose 100 mg/mL / sodium chloride 2 mg/mL Container,Container,INJECTABLE,25000; 500,mg; mg,NDA019631,DEXTROSE; SODIUM CHLORIDE,
00264-7510-20,1795610,1f25veh,24,B. Braun Medical Inc.,250 mL glucose 50 mg/mL Container,Container,INJECTABLE,12500,mg,NDA019626,DEXTROSE,
00338-0017-02,1795610,1f25veh,1,Baxter Healthcare Corporation,250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,NDA016673,DEXTROSE MONOHYDRATE,
00338-0062-30,1795610,1f25veh,30,Baxter Healthcare Corporation,250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,NDA016673,DEXTROSE MONOHYDRATE,
00338-0074-30,1795610,1f25veh,30,Baxter Healthcare Corporation,250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,NDA016673,DEXTROSE MONOHYDRATE,
00409-7100-02,1795610,1f25veh,24,"Hospira, Inc.",250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,NDA019466,DEXTROSE MONOHYDRATE,
00990-7922-02,1795610,1f25veh,24,ICU Medical Inc.,250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,NDA016367,DEXTROSE MONOHYDRATE,
00990-7922-53,1795610,1f25veh,24,ICU Medical Inc.,250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,NDA016367,DEXTROSE MONOHYDRATE,
17271-0720-05,1795610,1f25veh,30,Becton Dickinson and Company,250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,ANDA207449,DEXTROSE MONOHYDRATE,
51662-1214-01,1795610,1f25veh,1,"HF Acquisition Co LLC, DBA HealthFirst",250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,NDA016367,DEXTROSE MONOHYDRATE,
51662-1493-01,1795610,1f25veh,1,"HF Acquisition Co LLC, DBA HealthFirst",250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,NDA016367,DEXTROSE MONOHYDRATE,
63323-0624-74,1795610,1f25veh,30,"Fresenius Kabi USA, LLC",250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,ANDA207449,DEXTROSE MONOHYDRATE,
65219-0238-25,1795610,1f25veh,30,"Fresenius Kabi USA, LLC",250 mL glucose 50 mg/mL Bag,Bag,INJECTABLE,12500,mg,ANDA207449,DEXTROSE MONOHYDRATE,
57894-0469-01,2644452,1fp1s8f,1,"Janssen Biotech, Inc.",1.5 mL talquetamab-tgvs 2 mg/mL Vial [Talvey],Vial,INJECTABLE,3,mg,BLA761342,TALQUETAMAB,
00268-8002-50,1927589,1fptt5d,1,"ALK-Abello, Inc.","Amaranthus retroflexus pollen, chenopodium album pollen, plantago lanceolata pollen and xanthium strumarium pollen 2650.0; 2650.0; 2650.0; 2650 mg; mg; mg; mg Vial [4 Weed Mix]",Vial,INJECTABLE,2650; 2650; 2650; 2650,mg; mg; mg; mg,BLA103753,AMARANTHUS RETROFLEXUS POLLEN; CHENOPODIUM ALBUM POLLEN; PLANTAGO LANCEOLATA POLLEN; XANTHIUM STRUMARIUM POLLEN,
16729-0267-63,1861414,1fpywb4,1,Accord Healthcare Inc.,Docetaxel 20 mg Vial,Vial,INJECTABLE,20,mg,NDA201195,DOCETAXEL ANHYDROUS,
00703-4239-01,597195,1fqksk4,1,"Teva Parenteral Medicines, Inc.",Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA077269,CARBOPLATIN,
00703-4239-81,597195,1fqksk4,1,"Teva Parenteral Medicines, Inc.",Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA077269,CARBOPLATIN,
16729-0295-12,597195,1fqksk4,1,"Accord Healthcare, Inc.",Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA206775,CARBOPLATIN,
50742-0448-60,597195,1fqksk4,1,"Ingenus Pharmaceuticals, LLC",Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA208487,CARBOPLATIN,
54288-0167-01,597195,1fqksk4,1,"BPI Labs, LLC",Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA207324,CARBOPLATIN,
55150-0386-01,597195,1fqksk4,1,Eugia US LLC,Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA205487,CARBOPLATIN,
60505-6282-07,,1fqksk4,1,Apotex Corp.,Carboplatin 600 mg Vial,Vial,INJECTABLE,600,mg,ANDA077861,CARBOPLATIN,
61703-0339-56,597195,1fqksk4,1,"Hospira, Inc.",Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA076517,CARBOPLATIN,
61703-0600-05,597195,1fqksk4,1,"Hospira, Inc.",Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA077059,CARBOPLATIN,
63323-0172-60,597195,1fqksk4,1,"Fresenius Kabi USA, LLC",Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA077266,CARBOPLATIN,
68083-0193-01,597195,1fqksk4,1,Gland Pharma Limited,Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA207324,CARBOPLATIN,
82511-0006-60,597195,1fqksk4,1,Teyro Labs Private Limited,Carboplatin 10 mg/mL Vial [Paraplatin],Vial,INJECTABLE,600,mg,ANDA077861,CARBOPLATIN,
55150-0355-01,1726319,1fx9xgw,1,Eugia US LLC,2 mL irinotecan HCl 20 mg/mL Vial [Camptosar],Vial,INJECTABLE,500,mg,ANDA213278,IRINOTECAN HCl,
22840-5638-04,2101093,1g4hmr9,1,"Greer Laboratories, Inc.",Trichoderma harzianum allergenic extract 25 mg/mL Vial,Vial,INJECTABLE,1250,mg,BLA101833,TRICHODERMA HARZIANUM,
22840-9674-04,2101511,1g4qa16,1,"Greer Laboratories, Inc.",Alternaria alternata allergenic extract 10000 UNT/mL / Aspergillus fumigatus allergenic extract 10000 UNT/mL Vial,Vial,INJECTABLE,500000; 500000,[PNU]; [PNU],BLA101833,ALTERNARIA ALTERNATA; ASPERGILLUS FUMIGATUS,
23155-0240-43,311670,1g5xkc9,25,Heritage Pharma Labs Inc. d/b/a Avet Pharmaceuticals Labs Inc.,2 mL metoclopramide 5 mg/mL Vial,Vial,INJECTABLE,150,mg,ANDA204756,METOCLOPRAMIDE HCl,
50242-0077-01,2119714,1g7pn1z,1,"Genentech, Inc.",5 mL hyaluronidase-oysk 2000 UNT/mL / trastuzumab-oysk 120 mg/mL Vial [Herceptin Hylecta],Vial,INJECTABLE,12000; 720,U; mg,BLA761106,HYALURONIDASE (HUMAN RECOMBINANT); TRASTUZUMAB,
76420-0532-01,854235,1gpkqh,1,"Asclemed USA, Inc.",0.4 mL enoxaparin sodium 100 mg/mL Prefilled Syringe [Lovenox],Prefilled Syringe,INJECTABLE,5,mL,,,
22840-1322-02,897510,1gpmp1h,1,"Greer Laboratories, Inc.",Dogfennel pollen extract 10000 UNT/mL Vial,Vial,INJECTABLE,100000,[PNU],BLA101833,EUPATORIUM CAPILLIFOLIUM POLLEN,
16729-0115-05,1740894,1gvxs1y,1,Accord Healthcare Inc,Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA064144,MITOMYCIN,
25021-0250-20,1740894,1gvxs1y,1,Sagent Pharmaceuticals,Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA215687,MITOMYCIN,
65219-0564-20,1740894,1gvxs1y,1,"Fresenius Kabi USA, LLC",Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA215687,MITOMYCIN,
68001-0389-36,1740894,1gvxs1y,1,BluePoint Laboratories,Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA064144,MITOMYCIN,
68083-0483-01,1740894,1gvxs1y,1,Gland Pharma Limited,Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA215687,MITOMYCIN,
69448-0001-05,1740894,1gvxs1y,1,Accord BioPharma Inc.,Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA064144,MITOMYCIN,
71288-0137-20,1740894,1gvxs1y,1,Meitheal Pharmaceuticals Inc.,Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA214505,MITOMYCIN,
72819-0152-05,1740894,1gvxs1y,1,Archis Pharma LLC,Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA202670,MITOMYCIN,
72819-0152-95,1740894,1gvxs1y,1,Archis Pharma LLC,Mitomycin 5 mg Vial [Mutamycin],Vial,INJECTABLE,5,mg,ANDA202670,MITOMYCIN,
62935-0453-45,825325,1he8mg1,1,TOLMAR Inc.,0.375 mL leuprolide acetate 120 mg/mL Prefilled Syringe [Eligard],Prefilled Syringe,INJECTABLE,1,mL/mL,NDA021731,,
22840-5335-05,852077,1heaazg,1,"Greer Laboratories, Inc.",Wing scale pollen extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,ATRIPLEX CANESCENS POLLEN,
65044-2483-01,852077,1heaazg,1,Jubilant HollisterStier LLC,Wing scale pollen extract 50 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA103888,ATRIPLEX CANESCENS POLLEN,
00404-9896-50,1010759,1hf2cxm,1,"Henry Schein, Inc.",Epinephrine 0.01 mg/mL / lidocaine HCl 20 mg/mL Vial [Xylocaine with Epinephrine],Vial,INJECTABLE,0.5; 1000,mg; mg,ANDA089646,EPINEPHRINE; LIDOCAINE HCl,
00409-3182-03,1010759,1hf2cxm,25,"Hospira, Inc.",Epinephrine 0.01 mg/mL / lidocaine HCl 20 mg/mL Vial [Xylocaine with Epinephrine],Vial,INJECTABLE,0.5; 1000,mg; mg,ANDA089646,EPINEPHRINE; LIDOCAINE HCl,
51662-1504-01,1010759,1hf2cxm,1,"HF Acquisition Co LLC, DBA HealthFirst",Epinephrine 0.01 mg/mL / lidocaine HCl 20 mg/mL Vial [Xylocaine with Epinephrine],Vial,INJECTABLE,0.5; 1000,mg; mg,ANDA089646,EPINEPHRINE; LIDOCAINE HCl,
51662-1505-01,1010759,1hf2cxm,1,"HF Acquisition Co LLC, DBA HealthFirst",Epinephrine 0.01 mg/mL / lidocaine HCl 20 mg/mL Vial [Xylocaine with Epinephrine],Vial,INJECTABLE,0.5; 1000,mg; mg,NDA006488,EPINEPHRINE BITARTRATE; LIDOCAINE HCl ANHYDROUS,
